"Species","GeneID","GeneName","Elements","Citation.s....DOI.only","Closest.ortholog.species","Tissue","Comments","Primary/Inferred","Inferred.from.","A.thaliana orthologs","M.truncatula orthologs","O.sativa orthologs","T.aestivum orthologs","Z.mays orthologs","G.max orthologs","P.trichocarpa orthologs","S.bicolor orthologs","S.italica orthologs","S.viridis orthologs"
"V.vinifera","GSVIVG01000173001",NA,"Fe,Mn,Zn",NA,NA,NA,NA,"Inferred","AT2G23150,AT5G67330","AT2G23150,AT5G67330","Medtr5g016270,Medtr4g095075","LOC_Os12g39180,LOC_Os03g11010","Traes_4DL_CA00023AB,Traes_4AL_2E796609C,Traes_5AS_213BE4D84,Traes_4AS_BBF51CA2E,Traes_5BS_DE1CD2DA4,Traes_5DS_8FAA08B51,Traes_4BS_9337E9B2F,Traes_4BL_C6A3F5C8A,Traes_4DS_D6FC577AE","GRMZM2G178190,GRMZM2G028036,GRMZM2G025680","Glyma.11G051500,Glyma.01G190700,Glyma.05G101700,Glyma.17G165200","Potri.007G050600,Potri.007G050700","Sobic.001G170000,Sobic.001G462500,Sobic.008G143700","Seita.3G367300,Seita.9G171400,Seita.9G497200","Sevir.9G169700,Sevir.9G501400,Sevir.3G384700"
"V.vinifera","GSVIVG01035740001",NA,"Mo",NA,NA,NA,NA,"Inferred","AT2G25680,Medtr1g010270,Medtr3g464210,LOC_Os08g01120","AT1G80310,AT2G25680","Medtr1g010210,Medtr3g108190,Medtr3g464210,Medtr1g010270","LOC_Os08g01120,LOC_Os01g45830","","GRMZM2G083156","Glyma.17G203500,Glyma.17G203000,Glyma.04G073000,Glyma.17G203200,Glyma.08G208700,Glyma.14G130000,Glyma.06G074100","Potri.006G246000,Potri.006G245900","Sobic.001G187300,Sobic.003G237000","Seita.9G184500,Seita.5G243200","Sevir.9G183400,Sevir.5G251200"
"V.vinifera","GSVIVG01031466001",NA,"Fe",NA,NA,NA,NA,"Inferred","AT2G28160","AT2G28160","Medtr2g084280,Medtr4g057270","LOC_Os04g31290","Traes_2BL_F442E87DD,Traes_2AL_088338613","GRMZM2G107672,GRMZM2G173521,GRMZM2G313756","Glyma.11G192800,Glyma.12G178500,Glyma.13G322100","Potri.T155900,Potri.009G005600","Sobic.006G047200","Seita.7G070000,Seita.7G069900","Sevir.7G076400,Sevir.7G076300"
"V.vinifera","GSVIVG01032651001",NA,"P,As,Se",NA,NA,NA,NA,"Inferred","AT2G32830,AT2G38940,AT5G43350,LOC_Os03g05640","AT3G54700,AT5G43370,AT5G43350,AT2G38940,AT5G43340,AT2G32830,AT5G43360","Medtr5g068140","LOC_Os04g10750,LOC_Os03g05640,LOC_Os03g05610,LOC_Os04g10690,LOC_Os08g45000,LOC_Os03g04360,LOC_Os03g05620,LOC_Os10g30790,LOC_Os10g30770","Traes_4AL_1DC8B2EC7,Traes_4BL_8A75B60E2,Traes_4AL_959311BC9","GRMZM2G326707,GRMZM2G070087,GRMZM2G075870,GRMZM2G112377,GRMZM2G139639,GRMZM2G154090,GRMZM2G045473","Glyma.14G188000","Potri.019G061900","Sobic.002G116100,Sobic.007G164400,Sobic.001G234800,Sobic.001G502100,Sobic.001G513400,Sobic.001G234900,Sobic.001G502000,Sobic.006G027300","Seita.9G548500,Seita.9G538500,Seita.9G238400,Seita.6G012100,Seita.9G538600,Seita.2G112600,Seita.6G253400,Seita.7G032900,Seita.9G238300,Seita.4G276500","Sevir.9G542800,Sevir.9G238400,Sevir.4G288300,Sevir.9G542900,Sevir.7G019300,Sevir.9G553200,Sevir.6G257900,Sevir.9G238300"
"V.vinifera","GSVIVG01005206001",NA,"P",NA,NA,NA,NA,"Inferred","AT2G33770,LOC_Os05g48390","AT2G33770","Medtr2g013650,Medtr4g088835,Medtr4g020620","LOC_Os05g48390","Traes_1AL_E5224B6EA","GRMZM2G381709,GRMZM2G464572","Glyma.07G196500,Glyma.13G239100","Potri.011G052600,Potri.004G043500","Sobic.009G228100","Seita.3G150400","Sevir.3G153100"
"V.vinifera","GSVIVG01030252001",NA,"Co,Ni",NA,NA,NA,NA,"Inferred","AT2G38460,AT5G03570","AT5G03570,AT2G38460","Medtr4g013245,Medtr4g013240","LOC_Os06g36450","Traes_4DL_A266BC7CA","GRMZM2G110862,GRMZM2G148060","Glyma.03G042400","Potri.016G128500,Potri.016G128600,Potri.T141700","Sobic.010G168400","Seita.4G269800","Sevir.4G281800"
"V.vinifera","GSVIVG01030250001",NA,"Co,Ni",NA,NA,NA,NA,"Inferred","AT2G38460,AT5G03570","AT5G03570,AT2G38460","Medtr4g013245,Medtr4g013240","LOC_Os06g36450","Traes_4DL_A266BC7CA","GRMZM2G110862,GRMZM2G148060","Glyma.03G042400","Potri.016G128500,Potri.016G128600,Potri.T141700","Sobic.010G168400","Seita.4G269800","Sevir.4G281800"
"V.vinifera","GSVIVG01016640001",NA,"Mn",NA,NA,NA,NA,"Inferred","AT2G39450","AT2G39450","Medtr7g022890","LOC_Os01g62070","Traes_1DL_47B0A6A7A,Traes_3B_8D1DAA8DE,Traes_1AL_4FB613BF5","GRMZM2G014454","Glyma.18G286100","Potri.008G049600,Potri.010G211300","Sobic.003G349200","Seita.3G215300,Seita.5G374300","Sevir.3G220300,Sevir.5G379500"
"V.vinifera","GSVIVG01019690001",NA,"Zn",NA,NA,NA,NA,"Inferred","AT2G46800,AT3G58810","AT3G58810,AT2G46800,AT3G61940","","LOC_Os05g03780","","GRMZM2G036908","Glyma.16G017800","Potri.001G450900,Potri.002G180100,Potri.014G106200","Sobic.009G029500","Seita.3G049900","Sevir.3G050000"
"V.vinifera","GSVIVG01017647001",NA,"B",NA,NA,NA,NA,"Inferred","AT2G47160,AT3G62270,LOC_Os12g37840","AT2G47160,AT3G62270","Medtr7g110000","LOC_Os12g37840","Traes_5AS_B9B99F1F2,Traes_5DS_94753D198","GRMZM2G166159,GRMZM2G082203","","Potri.008G100300","Sobic.008G132300","Seita.3G333100","Sevir.3G347400"
"V.vinifera","GSVIVG01028186001",NA,"B",NA,NA,NA,NA,"Inferred","AT2G47160,AT3G62270,LOC_Os12g37840","AT2G47160,AT3G62270","Medtr7g110000","LOC_Os12g37840","Traes_5AS_B9B99F1F2,Traes_5DS_94753D198","GRMZM2G166159,GRMZM2G082203","Glyma.19G219500,Glyma.03G222300","Potri.002G191000","Sobic.008G132300","Seita.3G333100","Sevir.3G347400"
"V.vinifera","GSVIVG01032598001",NA,"P",NA,NA,NA,NA,"Inferred","AT3G01310,AT5G15070","AT5G15070,AT3G01310","Medtr6g011290,Medtr7g009060","LOC_Os03g48300","Traes_4DS_4E9831209,Traes_4BS_77F5E1A28,Traes_4AL_52B53A5D2","GRMZM2G057140","","","Sobic.001G132600","Seita.9G135000","Sevir.9G133900"
"V.vinifera","GSVIVG01017907001",NA,"Na,K,Rb,Mg,Ca,Fe,Mo",NA,NA,NA,NA,"Inferred","AT3G06060","AT3G06060,AT5G19200","","LOC_Os02g47350","Traes_6AL_5B7EC197B,Traes_6BL_75894702B","GRMZM2G147701","Glyma.15G105400","","Sobic.004G269700,Sobic.004G337066","Seita.1G287300","Sevir.1G292400"
"V.vinifera","GSVIVG01017896001",NA,"As",NA,NA,NA,NA,"Inferred","AT3G06100","AT3G06100","","","","","Glyma.10G033600,Glyma.02G140500","Potri.008G203300","","",""
"V.vinifera","GSVIVG01032091001",NA,"Mn",NA,NA,NA,NA,"Inferred","AT3G08040","AT3G08040","Medtr8g037175,Medtr3g029510,Medtr8g036660,Medtr8g037170","","","","","","","",""
"V.vinifera","GSVIVG01032092001",NA,"Mn",NA,NA,NA,NA,"Inferred","AT3G08040","AT3G08040","Medtr8g037175,Medtr3g029510,Medtr8g036660,Medtr8g037170","LOC_Os10g13940","Traes_1DL_1BEDBED0D,Traes_1AL_A970EBB27,Traes_1BL_DCC58CE85","","","Potri.001G266900,Potri.009G061100","","Seita.9G204700",""
"V.vinifera","GSVIVG01015884001",NA,"Mn",NA,NA,NA,NA,"Inferred","AT3G12750","AT3G12750","Medtr3g081690,Medtr3g082050,Medtr3g081580,Medtr3g081640","","","","Glyma.20G063100,Glyma.13G004400","","","",""
"V.vinifera","GSVIVG01012141001",NA,"Mn,Zn",NA,NA,NA,NA,"Inferred","AT3G12750,LOC_Os05g39560","AT3G12750","Medtr2g064310","LOC_Os07g12890,LOC_Os05g39560","Traes_4AS_F5F7D2A8D,Traes_4BL_68691F1FC,Traes_4DL_4B0AD05ED","GRMZM2G093276","Glyma.08G164400,Glyma.15G262800","Potri.008G083100,Potri.006G006800,Potri.010G173300","Sobic.009G170500,Sobic.007G064900","Seita.2G090600,Seita.3G208100,Seita.3G208000,Seita.7G190900","Sevir.3G213400,Sevir.3G213300,Sevir.7G203200"
"V.vinifera","GSVIVG01014774001",NA,"Mn,Fe,K,P",NA,NA,NA,NA,"Inferred","AT3G13320","AT1G55730,AT3G13320,AT1G55720","","","","","Glyma.08G337000,Glyma.08G336900","Potri.011G166900","","",""
"V.vinifera","GSVIVG01014366001",NA,"Na,Fe,Zn,Mn,Mo",NA,NA,NA,NA,"Inferred","AT3G15380","AT3G15380","Medtr8g059125","LOC_Os04g58504,LOC_Os04g58470","Traes_2DL_DCE370754,Traes_2AL_533B673F0,Traes_7BL_3902E0349,Traes_2BL_3DDB1826B,Traes_7DL_6F84F387C","AC220927.3_FG010,GRMZM2G125768,GRMZM2G051917","Glyma.12G223200,Glyma.06G246600","","Sobic.007G000700,Sobic.006G270400","Seita.6G001600,Seita.3G012800","Sevir.6G001500,Sevir.3G014100"
"V.vinifera","GSVIVG01008317001",NA,"Fe,Zn,Mn",NA,NA,NA,NA,"Inferred","AT3G18290","AT3G18290","Medtr6g083900,Medtr8g104410","LOC_Os01g49470","Traes_3DL_7AF5E2768,Traes_3AL_667B9174E,Traes_3B_38BD6A407","GRMZM2G175661,GRMZM2G312712","Glyma.09G182600,Glyma.05G237500","Potri.012G055100","Sobic.009G222200,Sobic.003G262200","Seita.3G156900,Seita.5G276900","Sevir.3G159900,Sevir.5G279700"
"V.vinifera","GSVIVG01018057001",NA,"S",NA,NA,NA,NA,"Inferred","AT3G22890","AT3G22890,AT4G14680,AT5G43780","Medtr1g102550","","Traes_5AL_66D8F6463,Traes_5BL_5CED2C911,Traes_5DL_BCEFD69DA","","Glyma.10G242600,Glyma.20G151500","Potri.010G081200","","",""
"V.vinifera","GSVIVG01027766001",NA,"Fe",NA,NA,NA,NA,"Inferred","AT3G23210,AT4G14410","AT4G14410,AT3G23210","Medtr1g043430","","","","Glyma.10G007300","Potri.010G072900,Potri.008G165700","","",""
"V.vinifera","GSVIVG01027857001",NA,"P",NA,NA,NA,NA,"Inferred","AT3G23430,LOC_Os02g56510","AT3G23430","Medtr1g075640,Medtr1g041695","LOC_Os02g56510","Traes_6BL_0325BEAA4,Traes_6BL_CB0A10DC9,Traes_6DL_C4DC2B23A,Traes_6BL_6D7561359","","Glyma.10G004800,Glyma.10G183300,Glyma.02G003700","Potri.010G069000,Potri.008G169400","Sobic.004G339800","Seita.1G360400","Sevir.1G367100"
"V.vinifera","GSVIVG01011386001",NA,"Fe,Zn,Mn,Co",NA,NA,NA,NA,"Inferred","AT3G47640","AT3G47640","Medtr4g108360","LOC_Os03g26210,LOC_Os07g43530","Traes_2AS_C4568AE60,Traes_2AS_9AEA9BDEA,Traes_2BS_8A40B568C,Traes_2DS_FE62DB7F5,Traes_2DS_1FE8E9DE9","GRMZM2G017145","Glyma.05G027600","Potri.015G142700","Sobic.001G355600,Sobic.002G385300","Seita.2G400400,Seita.9G384500","Sevir.2G412100,Sevir.9G389000"
"V.vinifera","GSVIVG01008074001",NA,"Na",NA,NA,NA,NA,"Inferred","AT3G47950","AT5G62670,AT3G47950","Medtr4g107500","LOC_Os03g48310,LOC_Os12g44150","Traes_5DS_DECAA37DD,Traes_5AS_FDCDBC783,Traes_5BS_7DDBE5B89","GRMZM2G104325,GRMZM2G068259,GRMZM2G035520","Glyma.06G189900,Glyma.04G174800,Glyma.17G096100","","Sobic.001G132400,Sobic.008G190500","Seita.3G406700,Seita.9G134900","Sevir.9G133800,Sevir.3G424800"
"V.vinifera","GSVIVG01033962001",NA,"P,K",NA,NA,NA,NA,"Inferred","AT3G51860","AT2G38170,AT3G51860","Medtr7g068380,Medtr4g016720","LOC_Os01g37690,LOC_Os05g51610","Traes_2BL_445F5B3B7,Traes_2DL_2A2F4F62B,Traes_2AL_26065F906","GRMZM5G809587,GRMZM2G011592","","Potri.016G115500","Sobic.009G257800","Seita.3G120500,Seita.5G194500","Sevir.5G196600,Sevir.3G122500"
"V.vinifera","GSVIVG01001196001",NA,"S",NA,NA,NA,NA,"Inferred","AT3G51895","AT3G51895","Medtr7g095430,Medtr1g071530","LOC_Os03g06520","Traes_4BL_0C898C5C8,Traes_4AS_68B3D79A1,Traes_4DL_ECEE169A7","GRMZM2G154211","Glyma.19G159000,Glyma.10G028900,Glyma.03G156700,Glyma.02G145100","Potri.002G049500","Sobic.001G496800","Seita.9G532700","Sevir.9G537000"
"V.vinifera","GSVIVG01018027001",NA,"S",NA,NA,NA,NA,"Inferred","AT3G51895","AT3G51895","","LOC_Os03g06520","Traes_4BL_0C898C5C8,Traes_4AS_68B3D79A1,Traes_4DL_ECEE169A7","GRMZM2G154211","","Potri.008G156600,Potri.010G082700","Sobic.001G496800","Seita.9G532700","Sevir.9G537000"
"V.vinifera","GSVIVG01001198001",NA,"S",NA,NA,NA,NA,"Inferred","AT3G51895","AT3G51895","Medtr7g095430,Medtr1g071530","LOC_Os03g06520","Traes_4BL_0C898C5C8,Traes_4AS_68B3D79A1,Traes_4DL_ECEE169A7","GRMZM2G154211","Glyma.19G159000,Glyma.10G028900,Glyma.03G156700,Glyma.02G145100","Potri.002G049500","Sobic.001G496800","Seita.9G532700","Sevir.9G537000"
"V.vinifera","GSVIVG01033618001",NA,"Fe",NA,NA,NA,NA,"Inferred","AT3G56970,AT3G56980","AT3G56980,AT2G41240,AT3G56970","Medtr1g048720,Medtr1g048710,Medtr1g048750","LOC_Os01g72370","Traes_2AL_ACBAA6A31,Traes_2DL_865346DA2,Traes_3AL_F577372C1,Traes_3B_2A12B8F93,Traes_2BL_00608F8D6,Traes_3DL_886A895A4,Traes_3B_089C0C2EB,Traes_3AL_95403ABBA","GRMZM2G057413,AC193786.3_FG005","Glyma.03G130600,Glyma.19G132500,Glyma.03G130400","Potri.016G037300,Potri.006G037600","Sobic.003G428800","Seita.9G469400,Seita.5G455700","Sevir.5G462400,Sevir.9G473100"
"V.vinifera","GSVIVG01027323001",NA,"Fe",NA,NA,NA,NA,"Inferred","AT3G56970,AT3G56980","AT3G56980,AT2G41240,AT3G56970","Medtr1g048720,Medtr1g048710,Medtr1g048750","LOC_Os01g72370","Traes_2AL_ACBAA6A31,Traes_2DL_865346DA2,Traes_3AL_F577372C1,Traes_3B_2A12B8F93,Traes_2BL_00608F8D6,Traes_3DL_886A895A4,Traes_3B_089C0C2EB,Traes_3AL_95403ABBA","GRMZM2G057413,AC193786.3_FG005","Glyma.03G130600,Glyma.19G132500,Glyma.03G130400","Potri.016G037300,Potri.006G037600","Sobic.003G428800","Seita.9G469400,Seita.5G455700","Sevir.5G462400,Sevir.9G473100"
